year,stock,capture,effort
2000,Xiphias gladius,116221,930125664.9
2001,Auxis thazard,833,1090560009
2001,Chanos chanos,0.001,1090560009
2001,Elasmobranchii,13504,1090560009
2001,Engraulis mordax,733,1090560009
2001,Euthynnus lineatus,13,1090560009
2001,Grampus griseus,8694,1090560009
2001,Katsuwonus pelamis,4694,1090560009
2001,Makaira nigricans,6709,1090560009
2001,Merluccius productus,852,1090560009
2001,Opisthonema libertate,55,1090560009
2001,Penaeus stylirostris,2859,1090560009
2001,Pleuronectiformes,1697,1090560009
2001,Promethichthys prometheus,0.001,1090560009
2001,Seriola spp,0.001,1090560009
2001,Trichiuridae,222,1090560009
2001,Xiphias gladius,124893,1090560009
2002,Auxis thazard,902,1553583196
2002,Chanos chanos,1,1553583196
2002,Elasmobranchii,10868,1553583196
2002,Engraulis mordax,691,1553583196
2002,Euthynnus lineatus,137,1553583196
2002,Grampus griseus,5201,1553583196
2002,Katsuwonus pelamis,5810,1553583196
2002,Makaira nigricans,6405,1553583196
2002,Merluccius productus,1194,1553583196
2002,Mugil cephalus,3,1553583196
2002,Opisthonema libertate,101,1553583196
2002,Penaeus stylirostris,2450,1553583196
2002,Pleuronectiformes,1598,1553583196
2002,Promethichthys prometheus,0.001,1553583196
2002,Seriola spp,0.001,1553583196
2002,Trichiuridae,258,1553583196
2002,Xiphias gladius,126315,1553583196
2003,Auxis thazard,1,819624920.6
2003,Chanos chanos,2,819624920.6
2003,Elasmobranchii,6150,819624920.6
2003,Engraulis mordax,562,819624920.6
2003,Euthynnus lineatus,15,819624920.6
2003,Grampus griseus,6904,819624920.6
2003,Katsuwonus pelamis,43978,819624920.6
2003,Makaira nigricans,7265,819624920.6
2003,Merluccius productus,987,819624920.6
2003,Mugil cephalus,4,819624920.6
2003,Opisthonema libertate,108,819624920.6
2003,Penaeus stylirostris,3000,819624920.6
2003,Pleuronectiformes,1931,819624920.6
2003,Promethichthys prometheus,0.001,819624920.6
2003,Seriola spp,0.001,819624920.6
2003,Trichiuridae,164,819624920.6
2003,Xiphias gladius,109672,819624920.6
2004,Auxis thazard,0.001,1323864811
2004,Chanos chanos,3,1323864811
2004,Elasmobranchii,4459,1323864811
2004,Engraulis mordax,445,1323864811
2004,Euthynnus lineatus,42,1323864811
2004,Grampus griseus,5143,1323864811
2004,Katsuwonus pelamis,5469,1323864811
2004,Makaira nigricans,8060,1323864811
2004,Merluccius productus,1090,1323864811
2004,Mugil cephalus,5,1323864811
2004,Opisthonema libertate,25,1323864811
2004,Penaeus stylirostris,3268,1323864811
2004,Pleuronectiformes,2091,1323864811
2004,Promethichthys prometheus,0.001,1323864811
2004,Seriola spp,0.001,1323864811
2004,Trichiuridae,147,1323864811
2004,Xiphias gladius,108174,1323864811
2005,Auxis thazard,1168,1288940587
2005,Chanos chanos,14,1288940587
2005,Cololabis saira,3547,1288940587
2005,Elasmobranchii,5092,1288940587
2005,Engraulis mordax,1442,1288940587
2005,Euthynnus lineatus,760,1288940587
2005,Grampus griseus,5246,1288940587
2005,Katsuwonus pelamis,32387,1288940587
2005,Makaira nigricans,7144,1288940587
2005,Merluccius productus,1610,1288940587
2005,Mugil cephalus,560,1288940587
2005,Opisthonema libertate,1745,1288940587
2005,Paralabrax spp,4132,1288940587
2005,Penaeus stylirostris,3040,1288940587
